frame,reg,value
0,24,0
4542,15,1
4542,20,240
4542,19,0
4542,18,0
4542,20,0
4542,18,8
4542,8,1
4542,13,240
4542,12,0
4542,11,0
4542,13,0
4542,11,8
4542,1,1
4542,6,240
4542,5,0
4542,4,0
4542,6,0
4542,4,8
4542,23,0
4542,22,0
4542,21,0
4542,18,0
4542,17,0
4542,16,0
4542,15,0
4542,14,0
4542,11,0
4542,10,0
4542,9,0
4542,8,0
4542,7,0
4542,4,0
4542,3,0
4542,2,0
4542,1,0
4542,0,0
4542,15,1
4542,20,240
4542,20,0
4542,18,8
4542,8,1
4542,13,240
4543,13,0
4543,11,8
4543,1,1
4543,6,240
4543,6,0
4543,4,8
4544,14,1
4544,15,0
4544,18,0
4544,7,1
4544,8,0
4544,11,0
4544,0,1
4544,1,0
4544,4,0
4544,24,15
4789,24,0
6477,15,1
6477,20,170
6477,20,0
6477,18,8
6478,8,1
6478,13,170
6478,13,0
6478,11,8
6478,1,1
6478,6,170
6478,6,0
6478,4,8
6478,18,0
6478,15,0
6478,14,0
6478,11,0
6478,8,0
6478,7,0
6478,4,0
6478,1,0
6478,0,0
6478,15,1
6478,20,170
6478,20,0
6478,18,8
6478,8,1
6478,13,170
6478,13,0
6478,11,8
6478,1,1
6478,6,170
6478,6,0
6478,4,8
6480,17,3
6480,14,161
6480,18,0
6480,10,3
6480,7,161
6480,11,0
6480,3,3
6480,0,161
6480,4,0
6480,24,15
6481,16,32
6481,9,32
6481,2,32
6482,16,64
6482,9,64
6482,2,64
6483,16,96
6483,14,75
6483,9,96
6483,7,75
6483,2,96
6483,0,75
6484,16,128
6484,9,128
6484,2,128
6485,16,160
6485,9,160
6485,2,160
6486,16,192
6486,14,22
6486,9,192
6486,7,22
6486,2,192
6486,0,22
6487,16,224
6487,9,224
6487,2,224
6488,17,4
6488,16,0
6488,10,4
6488,9,0
6488,3,4
6488,2,0
6489,16,32
6489,14,161
6489,9,32
6489,7,161
6489,2,32
6489,0,161
6490,16,64
6490,9,64
6490,2,64
6491,16,96
6491,9,96
6491,2,96
6492,16,128
6492,14,75
6492,9,128
6492,7,75
6492,2,128
6492,0,75
6493,16,160
6493,9,160
6493,2,160
6494,16,192
6494,9,192
6494,2,192
6495,16,224
6495,14,22
6495,9,224
6495,7,22
6495,2,224
6495,0,22
6496,17,5
6496,16,0
6496,10,5
6496,9,0
6496,3,5
6496,2,0
6497,16,32
6497,9,32
6497,2,32
6498,16,64
6498,14,161
6498,9,64
6498,7,161
6498,2,64
6498,0,161
6499,16,96
6499,9,96
6499,2,96
6500,16,128
6500,9,128
6500,2,128
6501,16,160
6501,14,75
6501,9,160
6501,7,75
6501,2,160
6501,0,75
6502,16,192
6502,9,192
6502,2,192
6503,16,224
6503,9,224
6503,2,224
6504,17,6
6504,16,0
6504,14,22
6504,10,6
6504,9,0
6504,7,22
6504,3,6
6504,2,0
6504,0,22
6505,16,32
6505,9,32
6505,2,32
6506,16,64
6506,9,64
6506,2,64
6507,16,96
6507,14,161
6507,9,96
6507,7,161
6507,2,96
6507,0,161
6508,16,128
6508,9,128
6508,2,128
6509,16,160
6509,9,160
6509,2,160
6510,16,192
6510,14,75
6510,9,192
6510,7,75
6510,2,192
6510,0,75
6511,16,224
6511,9,224
6511,2,224
6512,17,7
6512,16,0
6512,10,7
6512,9,0
6512,3,7
6512,2,0
6513,16,32
6513,14,22
6513,9,32
6513,7,22
6513,2,32
6513,0,22
6514,16,64
6514,9,64
6514,2,64
6515,16,96
6515,9,96
6515,2,96
6516,16,128
6516,14,161
6516,9,128
6516,7,161
6516,2,128
6516,0,161
6517,16,160
6517,9,160
6517,2,160
6518,16,192
6518,9,192
6518,2,192
6519,16,224
6519,14,75
6519,9,224
6519,7,75
6519,2,224
6519,0,75
6520,17,8
6520,16,0
6520,10,8
6520,9,0
6520,3,8
6520,2,0
6522,17,7
6522,16,224
6522,14,22
6522,10,7
6522,9,224
6522,7,22
6522,3,7
6522,2,224
6522,0,22
6523,16,192
6523,9,192
6523,2,192
6524,16,160
6524,9,160
6524,2,160
6525,16,128
6525,14,161
6525,9,128
6525,7,161
6525,2,128
6525,0,161
6526,16,96
6526,9,96
6526,2,96
6527,16,64
6527,9,64
6527,2,64
6528,16,32
6528,14,75
6528,9,32
6528,7,75
6528,2,32
6528,0,75
6529,16,0
6529,9,0
6529,2,0
6530,17,6
6530,16,224
6530,10,6
6530,9,224
6530,3,6
6530,2,224
6531,16,192
6531,14,22
6531,9,192
6531,7,22
6531,2,192
6531,0,22
6532,16,160
6532,9,160
6532,2,160
6533,16,128
6533,9,128
6533,2,128
6534,16,96
6534,14,161
6534,9,96
6534,7,161
6534,2,96
6534,0,161
6535,16,64
6535,9,64
6535,2,64
6536,16,32
6536,9,32
6536,2,32
6537,16,0
6537,14,75
6537,9,0
6537,7,75
6537,2,0
6537,0,75
6538,17,5
6538,16,224
6538,10,5
6538,9,224
6538,3,5
6538,2,224
6539,16,192
6539,9,192
6539,2,192
6540,16,160
6540,14,22
6540,9,160
6540,7,22
6540,2,160
6540,0,22
6541,16,128
6541,9,128
6541,2,128
6542,16,96
6542,9,96
6542,2,96
6543,16,64
6543,14,161
6543,9,64
6543,7,161
6543,2,64
6543,0,161
6544,16,32
6544,9,32
6544,2,32
6545,16,0
6545,9,0
6545,2,0
6546,17,4
6546,16,224
6546,14,75
6546,10,4
6546,9,224
6546,7,75
6546,3,4
6546,2,224
6546,0,75
6547,16,192
6547,9,192
6547,2,192
6548,16,160
6548,9,160
6548,2,160
6549,16,128
6549,14,22
6549,9,128
6549,7,22
6549,2,128
6549,0,22
6550,16,96
6550,9,96
6550,2,96
6551,16,64
6551,9,64
6551,2,64
6552,16,32
6552,14,161
6552,9,32
6552,7,161
6552,2,32
6552,0,161
6553,16,0
6553,9,0
6553,2,0
6555,14,75
6555,7,75
6555,0,75
6556,16,32
6556,9,32
6556,2,32
6557,16,64
6557,9,64
6557,2,64
6558,16,96
6558,14,22
6558,9,96
6558,7,22
6558,2,96
6558,0,22
6559,16,128
6559,9,128
6559,2,128
6560,16,160
6560,9,160
6560,2,160
6561,16,192
6561,14,161
6561,9,192
6561,7,161
6561,2,192
6561,0,161
6562,16,224
6562,9,224
6562,2,224
6563,17,5
6563,16,0
6563,10,5
6563,9,0
6563,3,5
6563,2,0
6564,16,32
6564,14,75
6564,9,32
6564,7,75
6564,2,32
6564,0,75
6565,16,64
6565,9,64
6565,2,64
6566,16,96
6566,9,96
6566,2,96
6567,16,128
6567,14,22
6567,9,128
6567,7,22
6567,2,128
6567,0,22
6568,16,160
6568,9,160
6568,2,160
6569,16,192
6569,9,192
6569,2,192
6570,16,224
6570,14,161
6570,9,224
6570,7,161
6570,2,224
6570,0,161
6571,17,6
6571,16,0
6571,10,6
6571,9,0
6571,3,6
6571,2,0
6572,16,32
6572,9,32
6572,2,32
6573,16,64
6573,14,75
6573,9,64
6573,7,75
6573,2,64
6573,0,75
6574,16,96
6574,9,96
6574,2,96
6575,16,128
6575,9,128
6575,2,128
6576,16,160
6576,14,22
6576,9,160
6576,7,22
6576,2,160
6576,0,22
6577,16,192
6577,9,192
6577,2,192
6578,16,224
6578,9,224
6578,2,224
6579,17,7
6579,16,0
6579,14,161
6579,10,7
6579,9,0
6579,7,161
6579,3,7
6579,2,0
6579,0,161
6580,16,32
6580,9,32
6580,2,32
6581,16,64
6581,9,64
6581,2,64
6582,16,96
6582,14,75
6582,9,96
6582,7,75
6582,2,96
6582,0,75
6583,16,128
6583,9,128
6583,2,128
6584,16,160
6584,9,160
6584,2,160
6585,16,192
6585,14,22
6585,9,192
6585,7,22
6585,2,192
6585,0,22
6586,16,224
6586,9,224
6586,2,224
6587,17,8
6587,16,0
6587,10,8
6587,9,0
6587,3,8
6587,2,0
6588,16,32
6588,14,161
6588,9,32
6588,7,161
6588,2,32
6588,0,161
6589,16,64
6589,9,64
6589,2,64
6590,16,96
6590,9,96
6590,2,96
6591,16,128
6591,14,75
6591,9,128
6591,7,75
6591,2,128
6591,0,75
6592,16,160
6592,9,160
6592,2,160
6593,16,192
6593,9,192
6593,2,192
6594,16,224
6594,14,22
6594,9,224
6594,7,22
6594,2,224
6594,0,22
6595,17,9
6595,16,0
6595,10,9
6595,9,0
6595,3,9
6595,2,0
6598,17,0
6598,15,0
6598,14,0
6598,10,0
6598,8,0
6598,7,0
6598,3,0
6598,1,0
6598,0,0
6598,15,1
6598,20,170
6598,18,9
6598,20,0
6598,18,8
6598,8,1
6598,13,170
6598,11,9
6598,13,0
6598,11,8
6598,1,1
6598,6,170
6598,4,9
6598,6,0
6598,4,8
6599,19,15
6599,14,161
6599,18,80
6599,12,15
6599,7,161
6599,11,80
6599,5,15
6599,0,161
6599,4,80
6601,15,34
6601,20,170
6601,19,0
6601,18,9
6601,8,34
6601,13,253
6601,12,208
6601,11,9
6601,1,4
6601,6,234
6601,5,0
6601,6,154
6601,4,9
6601,23,3
6602,17,3
6602,14,38
6602,15,52
6602,18,81
6602,7,206
6602,11,129
6602,3,5
6602,0,38
6602,1,52
6602,4,129
6602,23,195
6602,24,79
6602,22,64
6603,16,32
6603,7,207
6603,3,4
6603,2,192
6603,0,89
6603,1,4
6603,4,33
6603,24,31
6603,22,4
6604,16,64
6604,2,128
6604,4,65
6604,22,12
6605,16,96
6605,14,100
6605,15,41
6605,2,64
6605,0,90
6605,22,20
6606,16,128
6606,2,0
6606,22,28
6607,16,160
6607,18,80
6607,3,3
6607,2,192
6607,22,36
6608,16,192
6608,14,206
6608,15,34
6608,2,128
6609,16,224
6609,2,64
6609,22,34
6610,17,4
6610,16,0
6610,2,0
6610,22,32
6611,16,32
6611,14,38
6611,15,52
6611,18,64
6611,22,30
6612,16,64
6612,22,28
6613,16,96
6613,22,26
6614,16,128
6614,14,100
6614,15,41
6614,22,24
6615,16,160
6615,22,22
6616,16,192
6616,22,20
6617,16,224
6617,14,206
6617,15,34
6617,22,18
6618,17,5
6618,16,0
6618,22,16
6619,16,32
6619,14,235
6619,7,68
6619,8,35
6619,0,104
6619,22,14
6620,16,64
6620,14,38
6620,15,52
6620,18,80
6620,7,185
6620,0,118
6620,22,12
6621,16,96
6621,14,9
6621,7,46
6621,8,36
6621,0,104
6621,22,10
6622,16,128
6622,14,236
6622,15,51
6622,7,163
6622,0,90
6622,22,8
6623,16,160
6623,14,100
6623,15,41
6623,7,24
6623,8,37
6623,0,76
6623,22,6
6624,16,192
6624,14,71
6624,7,141
6624,0,62
6624,22,4
6625,16,224
6625,14,100
6625,7,2
6625,8,38
6625,0,48
6626,17,6
6626,16,0
6626,14,206
6626,15,34
6626,7,141
6626,8,37
6626,0,62
6626,21,4
6627,16,32
6627,14,235
6627,7,24
6627,0,76
6627,22,5
6627,21,0
6628,16,64
6628,14,8
6628,15,35
6628,7,163
6628,8,36
6628,0,90
6628,21,4
6629,16,96
6629,14,38
6629,15,52
6629,18,64
6629,7,46
6629,0,104
6629,22,6
6629,21,0
6630,16,128
6630,14,9
6630,7,185
6630,8,35
6630,0,118
6630,21,4
6631,16,160
6631,14,236
6631,15,51
6631,7,68
6631,0,104
6631,22,7
6631,21,0
6632,16,192
6632,14,100
6632,15,41
6632,7,207
6632,8,34
6632,0,90
6632,21,4
6633,16,224
6633,14,129
6633,7,90
6633,0,76
6634,17,7
6634,16,0
6634,14,158
6634,7,229
6634,8,33
6634,0,62
6634,21,0
6635,20,0
6635,19,15
6635,14,206
6635,15,34
6635,7,112
6635,6,0
6635,5,15
6635,4,64
6636,14,207
6636,7,251
6636,8,32
6637,15,31
6637,20,170
6637,19,0
6637,18,9
6637,7,134
6637,1,3
6637,6,234
6637,5,0
6637,6,138
6637,4,9
6638,17,3
6638,14,117
6638,15,46
6638,18,81
6638,7,17
6638,3,5
6638,0,38
6638,1,52
6638,4,129
6638,24,79
6638,22,64
6639,16,32
6639,7,156
6639,8,31
6639,3,4
6639,2,192
6639,0,224
6639,1,3
6639,4,33
6639,24,31
6639,22,4
6640,16,64
6640,7,39
6640,2,128
6640,4,65
6640,22,12
6641,16,96
6641,14,17
6641,15,39
6641,7,156
6641,2,64
6641,0,225
6641,22,20
6642,16,128
6642,7,17
6642,8,32
6642,2,0
6642,22,28
6643,16,160
6643,18,80
6643,7,134
6643,3,3
6643,2,192
6643,22,36
6644,16,192
6644,14,2
6644,15,31
6644,7,251
6644,2,128
6645,16,224
6645,7,112
6645,8,33
6645,2,64
6645,22,34
6646,17,4
6646,16,0
6646,7,229
6646,2,0
6646,22,32
6647,16,32
6647,14,117
6647,15,46
6647,18,64
6647,7,90
6647,8,34
6647,22,30
6648,16,64
6648,7,207
6648,22,28
6649,16,96
6649,7,68
6649,8,35
6649,22,26
6650,16,128
6650,14,17
6650,15,39
6650,7,185
6650,22,24
6651,16,160
6651,7,46
6651,8,36
6651,22,22
6652,16,192
6652,7,163
6652,22,20
6653,16,224
6653,14,2
6653,15,31
6653,7,24
6653,8,37
6653,22,18
6654,17,5
6654,16,0
6654,7,141
6654,22,16
6655,16,32
6655,14,28
6655,7,2
6655,8,38
6655,0,238
6655,22,14
6656,16,64
6656,14,117
6656,15,46
6656,18,80
6656,7,141
6656,8,37
6656,0,251
6656,22,12
6657,16,96
6657,14,91
6657,7,24
6657,0,238
6657,22,10
6658,16,128
6658,14,65
6658,7,163
6658,8,36
6658,0,225
6658,22,8
6659,16,160
6659,14,17
6659,15,39
6659,7,46
6659,0,212
6659,22,6
6660,16,192
6660,14,247
6660,15,38
6660,7,185
6660,8,35
6660,0,199
6660,22,4
6661,16,224
6661,14,17
6661,15,39
6661,7,68
6661,0,186
6661,4,64
6662,17,6
6662,16,0
6662,14,2
6662,15,31
6662,7,207
6662,8,34
6662,0,199
6662,21,4
6663,16,32
6663,14,28
6663,7,90
6663,0,212
6663,22,5
6663,21,0
6664,16,64
6664,14,54
6664,7,229
6664,8,33
6664,0,225
6664,21,4
6665,16,96
6665,14,117
6665,15,46
6665,18,64
6665,7,112
6665,0,238
6665,22,6
6665,21,0
6666,16,128
6666,14,91
6666,7,251
6666,8,32
6666,0,251
6666,21,4
6667,16,160
6667,14,65
6667,7,134
6667,0,238
6667,22,7
6667,21,0
6668,16,192
6668,14,17
6668,15,39
6668,7,17
6668,0,225
6668,21,4
6669,16,224
6669,14,43
6669,7,156
6669,8,31
6669,0,212
6670,17,7
6670,16,0
6670,14,69
6670,7,39
6670,0,199
6670,21,0
6671,16,32
6671,14,2
6671,15,31
6671,7,156
6671,0,186
6671,22,6
6671,21,4
6672,16,64
6672,14,28
6672,7,17
6672,8,32
6672,0,199
6672,21,0
6673,16,96
6673,14,2
6673,7,134
6673,0,212
6673,22,5
6673,21,4
6674,16,128
6674,14,117
6674,15,46
6674,18,80
6674,7,251
6674,0,225
6674,21,0
6675,16,160
6675,14,91
6675,7,112
6675,8,33
6675,0,238
6675,22,4
6675,21,4
6676,16,192
6676,14,65
6676,7,229
6676,0,251
6676,21,0
6677,16,224
6677,14,17
6677,15,39
6677,7,90
6677,8,34
6677,0,238
6678,17,8
6678,16,0
6678,14,43
6678,7,207
6678,0,225
6679,14,69
6679,7,68
6679,8,35
6679,0,212
6679,21,4
6680,17,7
6680,16,224
6680,14,2
6680,15,31
6680,7,185
6680,0,199
6680,22,5
6680,21,0
6681,16,192
6681,14,232
6681,15,30
6681,7,46
6681,8,36
6681,0,186
6681,21,4
6682,16,160
6682,14,206
6682,7,163
6682,0,199
6682,22,6
6682,21,0
6683,16,128
6683,14,117
6683,15,46
6683,18,64
6683,7,24
6683,8,37
6683,0,212
6683,21,4
6684,16,96
6684,14,91
6684,7,141
6684,0,225
6684,22,7
6684,21,0
6685,16,64
6685,14,117
6685,7,2
6685,8,38
6685,0,238
6685,21,4
6686,16,32
6686,14,17
6686,15,39
6686,7,141
6686,8,37
6686,0,251
6687,16,0
6687,14,43
6687,7,24
6687,0,238
6687,21,0
6688,17,6
6688,16,224
6688,14,69
6688,7,163
6688,8,36
6688,0,225
6688,22,6
6688,21,4
6689,16,192
6689,14,2
6689,15,31
6689,7,46
6689,0,212
6689,21,0
6690,16,160
6690,14,232
6690,15,30
6690,7,185
6690,8,35
6690,0,199
6690,22,5
6690,21,4
6691,16,128
6691,14,206
6691,7,68
6691,0,186
6691,21,0
6692,16,96
6692,14,117
6692,15,46
6692,18,80
6692,7,207
6692,8,34
6692,0,199
6692,22,4
6692,21,4
6693,16,64
6693,14,143
6693,7,90
6693,0,212
6693,21,0
6694,16,32
6694,14,169
6694,7,229
6694,8,33
6694,0,225
6695,20,0
6695,19,15
6695,14,17
6695,15,39
6695,7,112
6695,6,0
6695,5,15
6696,7,251
6696,8,32
6697,15,34
6697,20,170
6697,19,0
6697,18,9
6697,7,134
6697,11,128
6697,1,4
6697,6,234
6697,5,0
6697,6,154
6697,4,9
6698,17,3
6698,16,0
6698,14,38
6698,15,52
6698,18,81
6698,7,17
6698,3,5
6698,0,38
6698,1,52
6698,4,129
6698,24,79
6698,22,64
6699,16,32
6699,7,156
6699,8,31
6699,3,4
6699,2,192
6699,0,89
6699,1,4
6699,4,33
6699,24,31
6699,22,4
6700,16,64
6700,7,39
6700,2,128
6700,4,65
6700,22,12
6701,16,96
6701,14,100
6701,15,41
6701,7,156
6701,2,64
6701,0,90
6701,22,20
6702,16,128
6702,7,17
6702,8,32
6702,2,0
6702,22,28
6703,16,160
6703,18,80
6703,7,134
6703,3,3
6703,2,192
6703,22,36
6704,16,192
6704,14,206
6704,15,34
6704,7,251
6704,2,128
6705,16,224
6705,7,112
6705,8,33
6705,2,64
6705,22,34
6706,17,4
6706,16,0
6706,7,229
6706,2,0
6706,22,32
6707,16,32
6707,14,38
6707,15,52
6707,18,64
6707,7,90
6707,8,34
6707,22,30
6708,16,64
6708,7,207
6708,22,28
6709,16,96
6709,7,68
6709,8,35
6709,22,26
6710,16,128
6710,14,100
6710,15,41
6710,7,185
6710,22,24
6711,16,160
6711,7,46
6711,8,36
6711,22,22
6712,16,192
6712,7,163
6712,22,20
6713,16,224
6713,14,206
6713,15,34
6713,7,24
6713,8,37
6713,22,18
6714,17,5
6714,16,0
6714,7,141
6714,22,16
6715,16,32
6715,14,235
6715,7,2
6715,8,38
6715,0,104
6715,22,14
6716,16,64
6716,14,38
6716,15,52
6716,18,80
6716,7,141
6716,8,37
6716,0,118
6716,22,12
6717,16,96
6717,14,9
6717,7,24
6717,0,104
6717,22,10
6718,16,128
6718,14,236
6718,15,51
6718,7,163
6718,8,36
6718,0,90
6718,22,8
6719,16,160
6719,14,100
6719,15,41
6719,7,46
6719,0,76
6719,22,6
6720,16,192
6720,14,71
6720,7,185
6720,8,35
6720,0,62
6720,22,4
6721,16,224
6721,14,100
6721,7,68
6721,0,48
6722,17,6
6722,16,0
6722,14,206
6722,15,34
6722,7,207
6722,8,34
6722,0,62
6722,21,4
6723,16,32
6723,14,235
6723,7,90
6723,0,76
6723,22,5
6723,21,0
6724,16,64
6724,14,8
6724,15,35
6724,7,229
6724,8,33
6724,0,90
6724,21,4
6725,16,96
6725,14,38
6725,15,52
6725,18,64
6725,7,112
6725,0,104
6725,22,6
6725,21,0
6726,16,128
6726,14,9
6726,7,251
6726,8,32
6726,0,118
6726,21,4
6727,16,160
6727,14,236
6727,15,51
6727,7,134
6727,0,104
6727,22,7
6727,21,0
6728,16,192
6728,14,100
6728,15,41
6728,7,17
6728,0,90
6728,21,4
6729,16,224
6729,14,129
6729,7,156
6729,8,31
6729,0,76
6730,17,7
6730,16,0
6730,14,158
6730,7,39
6730,0,62
6730,21,0
6731,20,0
6731,19,15
6731,14,206
6731,15,34
6731,7,156
6731,6,0
6731,5,15
6731,4,64
6732,14,207
6732,7,17
6732,8,32
6733,15,31
6733,20,170
6733,19,0
6733,18,9
6733,7,134
6733,1,3
6733,6,234
6733,5,0
6733,6,170
6733,4,9
6734,17,3
6734,14,117
6734,15,46
6734,18,81
6734,7,251
6734,3,5
6734,0,38
6734,1,52
6734,4,129
6734,24,79
6734,22,64
6735,16,32
6735,7,112
6735,8,33
6735,3,4
6735,2,192
6735,0,224
6735,1,3
6735,4,33
6735,24,31
6735,22,4
6736,16,64
6736,7,229
6736,2,128
6736,4,65
6736,22,12
6737,16,96
6737,14,17
6737,15,39
6737,7,90
6737,8,34
6737,2,64
6737,0,225
6737,22,20
6738,16,128
6738,7,207
6738,2,0
6738,22,28
6739,16,160
6739,18,80
6739,7,68
6739,8,35
6739,3,3
6739,2,192
6739,22,36
6740,16,192
6740,14,2
6740,15,31
6740,7,185
6740,2,128
6741,16,224
6741,7,46
6741,8,36
6741,2,64
6741,22,34
6742,17,4
6742,16,0
6742,7,163
6742,2,0
6742,22,32
6743,16,32
6743,14,117
6743,15,46
6743,18,64
6743,7,24
6743,8,37
6743,22,30
6744,16,64
6744,7,141
6744,22,28
6745,16,96
6745,7,2
6745,8,38
6745,22,26
6746,16,128
6746,14,17
6746,15,39
6746,7,141
6746,8,37
6746,22,24
6747,16,160
6747,7,24
6747,22,22
6748,16,192
6748,7,163
6748,8,36
6748,22,20
6749,16,224
6749,14,2
6749,15,31
6749,7,46
6749,22,18
6750,17,5
6750,16,0
6750,7,185
6750,8,35
6750,22,16
6751,16,32
6751,14,28
6751,7,68
6751,0,238
6751,22,14
6752,16,64
6752,14,117
6752,15,46
6752,18,80
6752,7,207
6752,8,34
6752,0,251
6752,22,12
6753,16,96
6753,14,91
6753,7,90
6753,0,238
6753,22,10
6754,16,128
6754,14,65
6754,7,229
6754,8,33
6754,0,225
6754,22,8
6755,16,160
6755,14,17
6755,15,39
6755,7,112
6755,0,212
6755,22,6
6756,16,192
6756,14,247
6756,15,38
6756,7,251
6756,8,32
6756,0,199
6756,22,4
6757,16,224
6757,14,17
6757,15,39
6757,7,134
6757,0,186
6757,4,64
6758,17,6
6758,16,0
6758,14,2
6758,15,31
6758,7,17
6758,0,199
6758,21,4
6759,16,32
6759,14,28
6759,7,156
6759,8,31
6759,0,212
6759,22,5
6759,21,0
6760,16,64
6760,14,54
6760,7,39
6760,0,225
6760,21,4
6761,16,96
6761,14,117
6761,15,46
6761,18,64
6761,7,156
6761,0,238
6761,22,6
6761,21,0
6762,16,128
6762,14,91
6762,7,17
6762,8,32
6762,0,251
6762,21,4
6763,16,160
6763,14,65
6763,7,134
6763,0,238
6763,22,7
6763,21,0
6764,16,192
6764,14,17
6764,15,39
6764,7,251
6764,0,225
6764,21,4
6765,16,224
6765,14,43
6765,7,112
6765,8,33
6765,0,212
6766,17,7
6766,16,0
6766,14,69
6766,7,229
6766,0,199
6766,21,0
6767,16,32
6767,14,2
6767,15,31
6767,13,0
6767,12,15
6767,0,186
6767,22,6
6767,21,4
6768,16,64
6768,14,28
6768,0,199
6768,21,0
6769,16,96
6769,14,2
6769,8,41
6769,13,171
6769,12,160
6769,12,208
6769,11,9
6769,0,212
6769,23,193
6769,22,5
6769,21,4
6770,16,128
6770,14,117
6770,15,46
6770,18,80
6770,10,5
6770,7,100
6770,11,65
6770,0,225
6770,21,0
6771,16,160
6771,14,91
6771,9,24
6771,7,101
6771,0,238
6771,22,4
6771,21,4
6772,16,192
6772,14,65
6772,9,48
6772,0,251
6772,21,0
6773,16,224
6773,14,17
6773,15,39
6773,9,72
6773,0,238
6774,17,8
6774,16,0
6774,14,43
6774,9,96
6774,0,225
6775,14,69
6775,9,120
6775,0,212
6775,21,4
6776,17,7
6776,16,224
6776,14,2
6776,15,31
6776,9,144
6776,0,199
6776,22,5
6776,21,0
6777,16,192
6777,14,232
6777,15,30
6777,9,168
6777,0,186
6777,21,4
6778,16,160
6778,14,206
6778,9,192
6778,0,199
6778,22,6
6778,21,0
6779,16,128
6779,14,117
6779,15,46
6779,18,64
6779,9,216
6779,0,212
6779,21,4
6780,16,96
6780,14,91
6780,9,240
6780,0,225
6780,22,7
6780,21,0
6781,16,64
6781,14,117
6781,10,6
6781,9,8
6781,0,238
6781,21,4
6782,16,32
6782,14,17
6782,15,39
6782,9,32
6782,0,251
6783,16,0
6783,14,43
6783,9,56
6783,0,238
6783,21,0
6784,17,6
6784,16,224
6784,14,69
6784,9,80
6784,0,225
6784,22,6
6784,21,4
6785,16,192
6785,14,2
6785,15,31
6785,9,104
6785,0,212
6785,21,0
6786,16,160
6786,14,232
6786,15,30
6786,9,128
6786,0,199
6786,22,5
6786,21,4
6787,16,128
6787,14,206
6787,9,152
6787,0,186
6787,21,0
6788,16,96
6788,14,117
6788,15,46
6788,18,80
6788,9,176
6788,0,199
6788,22,4
6788,21,4
6789,16,64
6789,14,143
6789,9,200
6789,0,212
6789,21,0
6790,16,32
6790,14,169
6790,9,224
6790,0,225
6791,20,0
6791,19,15
6791,14,17
6791,15,39
6791,13,0
6791,12,15
6791,11,64
6791,6,0
6791,5,15
6792,14,18
6793,15,23
6793,20,170
6793,19,0
6793,18,9
6793,8,62
6793,13,171
6793,12,160
6793,11,9
6793,1,2
6793,6,234
6793,5,0
6793,6,202
6793,4,9
6794,17,3
6794,16,0
6794,14,58
6794,18,81
6794,10,5
6794,9,0
6794,7,4
6794,11,65
6794,3,5
6794,0,38
6794,1,52
6794,4,129
6794,24,79
6794,22,64
6795,16,32
6795,9,24
6795,7,5
6795,3,4
6795,2,192
6795,0,231
6795,1,2
6795,4,33
6795,24,31
6795,22,4
6796,16,64
6796,9,48
6796,2,128
6796,4,65
6796,22,12
6797,16,96
6797,14,160
6797,15,27
6797,9,72
6797,2,64
6797,0,232
6797,22,20
6798,16,128
6798,9,96
6798,2,0
6798,22,28
6799,20,172
6799,16,160
6799,18,80
6799,9,120
6799,11,64
6799,3,3
6799,2,192
6799,22,36
6800,16,192
6800,14,206
6800,15,34
6800,9,144
6800,2,128
6801,16,224
6801,9,168
6801,2,64
6801,22,34
6802,17,4
6802,16,0
6802,9,192
6802,2,0
6802,22,32
6803,16,32
6803,14,100
6803,15,41
6803,9,216
6803,22,30
6804,16,64
6804,9,240
6804,22,28
6805,16,96
6805,10,6
6805,9,8
6805,22,26
6806,16,128
6806,14,58
6806,15,23
6806,18,64
6806,9,32
6806,22,24
6807,16,160
6807,9,56
6807,22,22
6808,16,192
6808,9,80
6808,22,20
6809,16,224
6809,14,160
6809,15,27
6809,9,104
6809,22,18
6810,17,5
6810,16,0
6810,9,128
6810,22,16
6811,16,32
6811,14,179
6811,9,152
6811,0,241
6811,22,14
6812,16,64
6812,14,206
6812,15,34
6812,9,176
6812,0,250
6812,22,12
6813,16,96
6813,14,187
6813,9,200
6813,0,241
6813,22,10
6814,16,128
6814,14,168
6814,9,224
6814,0,232
6814,22,8
6815,16,160
6815,14,100
6815,15,41
6815,9,248
6815,0,223
6815,22,6
6816,16,192
6816,14,81
6816,10,7
6816,9,16
6816,0,214
6816,22,4
6817,16,224
6817,14,100
6817,9,40
6817,0,205
6818,17,6
6818,16,0
6818,14,58
6818,15,23
6818,18,80
6818,9,64
6818,0,214
6818,21,4
6819,16,32
6819,14,77
6819,9,88
6819,7,136
6819,0,223
6819,22,5
6819,21,0
6820,16,64
6820,14,96
6820,9,112
6820,7,11
6820,8,63
6820,0,232
6820,21,4
6821,16,96
6821,14,160
6821,15,27
6821,9,136
6821,7,136
6821,8,62
6821,0,241
6821,22,6
6821,21,0
6822,16,128
6822,14,141
6822,9,160
6822,7,5
6822,0,250
6822,21,4
6823,16,160
6823,14,122
6823,9,184
6823,7,130
6823,8,61
6823,0,241
6823,22,7
6823,21,0
6824,16,192
6824,14,206
6824,15,34
6824,9,208
6824,7,255
6824,8,60
6824,0,232
6824,21,4
6825,16,224
6825,14,225
6825,9,232
6825,7,130
6825,8,61
6825,0,223
6826,17,7
6826,16,0
6826,14,244
6826,10,8
6826,9,0
6826,7,5
6826,8,62
6826,0,214
6826,21,0
6827,16,32
6827,14,100
6827,15,41
6827,9,24
6827,7,136
