frame,reg,value
1122,16,208
1122,9,208
1122,2,208
1123,16,192
1123,9,192
1123,2,192
1124,16,176
1124,14,161
1124,9,176
1124,7,161
1124,2,176
1124,0,161
1125,16,160
1125,9,160
1125,2,160
1126,16,144
1126,9,144
1126,2,144
1127,16,128
1127,9,128
1127,2,128
1128,16,112
1128,9,112
1128,2,112
1129,16,96
1129,9,96
1129,2,96
1130,16,80
1130,9,80
1130,2,80
1131,16,64
1131,14,22
1131,9,64
1131,7,22
1131,2,64
1131,0,22
1132,16,48
1132,9,48
1132,2,48
1133,16,32
1133,9,32
1133,2,32
1134,16,16
1134,9,16
1134,2,16
1135,16,0
1135,9,0
1135,2,0
1136,17,7
1136,16,240
1136,10,7
1136,9,240
1136,3,7
1136,2,240
1137,16,224
1137,9,224
1137,2,224
1138,16,208
1138,14,75
1138,9,208
1138,7,75
1138,2,208
1138,0,75
1139,16,192
1139,9,192
1139,2,192
1140,16,176
1140,9,176
1140,2,176
1141,16,160
1141,9,160
1141,2,160
1142,16,144
1142,9,144
1142,2,144
1143,16,128
1143,9,128
1143,2,128
1144,16,112
1144,9,112
1144,2,112
1145,16,96
1145,14,161
1145,9,96
1145,7,161
1145,2,96
1145,0,161
1146,16,80
1146,9,80
1146,2,80
1147,16,64
1147,9,64
1147,2,64
1148,16,48
1148,9,48
1148,2,48
1149,16,32
1149,9,32
1149,2,32
1151,16,48
1151,9,48
1151,2,48
1152,16,64
1152,14,22
1152,9,64
1152,7,22
1152,2,64
1152,0,22
1153,16,80
1153,9,80
1153,2,80
1154,16,96
1154,9,96
1154,2,96
1155,16,112
1155,9,112
1155,2,112
1156,16,128
1156,9,128
1156,2,128
1157,16,144
1157,9,144
1157,2,144
1158,16,160
1158,9,160
1158,2,160
1159,16,176
1159,14,75
1159,9,176
1159,7,75
1159,2,176
1159,0,75
1160,16,192
1160,9,192
1160,2,192
1161,16,208
1161,9,208
1161,2,208
1162,16,224
1162,9,224
1162,2,224
1163,16,240
1163,9,240
1163,2,240
1164,17,8
1164,16,0
1164,10,8
1164,9,0
1164,3,8
1164,2,0
1165,16,16
1165,9,16
1165,2,16
1166,16,32
1166,14,161
1166,9,32
1166,7,161
1166,2,32
1166,0,161
1167,16,48
1167,9,48
1167,2,48
1168,16,64
1168,9,64
1168,2,64
1169,16,80
1169,9,80
1169,2,80
1170,16,96
1170,9,96
1170,2,96
1171,16,112
1171,9,112
1171,2,112
1172,16,128
1172,9,128
1172,2,128
1173,16,144
1173,14,22
1173,9,144
1173,7,22
1173,2,144
1173,0,22
1174,16,160
1174,9,160
1174,2,160
1175,16,176
1175,9,176
1175,2,176
1176,16,192
1176,9,192
1176,2,192
1177,16,208
1177,9,208
1177,2,208
1178,16,224
1178,9,224
1178,2,224
1179,16,240
1179,9,240
1179,2,240
1180,17,9
1180,16,0
1180,14,75
1180,10,9
1180,9,0
1180,7,75
1180,3,9
1180,2,0
1180,0,75
1181,16,16
1181,9,16
1181,2,16
1182,16,32
1182,9,32
1182,2,32
1183,16,48
1183,9,48
1183,2,48
1184,16,64
1184,9,64
1184,2,64
1185,16,80
1185,9,80
1185,2,80
1186,16,96
1186,9,96
1186,2,96
1187,16,112
1187,14,161
1187,9,112
1187,7,161
1187,2,112
1187,0,161
1188,16,128
1188,9,128
1188,2,128
1189,16,144
1189,9,144
1189,2,144
1190,16,160
1190,9,160
1190,2,160
1191,16,176
1191,9,176
1191,2,176
1192,16,192
1192,9,192
1192,2,192
1193,16,208
1193,9,208
1193,2,208
1194,16,224
1194,14,22
1194,9,224
1194,7,22
1194,2,224
1194,0,22
1195,16,240
1195,9,240
1195,2,240
1196,17,10
1196,16,0
1196,10,10
1196,9,0
1196,3,10
1196,2,0
1197,16,16
1197,9,16
1197,2,16
1198,16,32
1198,9,32
1198,2,32
1199,16,48
1199,9,48
1199,2,48
1200,16,64
1200,9,64
1200,2,64
1201,16,80
1201,14,75
1201,9,80
1201,7,75
1201,2,80
1201,0,75
1202,16,96
1202,9,96
1202,2,96
1203,16,112
1203,9,112
1203,2,112
1204,16,128
1204,9,128
1204,2,128
1205,16,144
1205,9,144
1205,2,144
1206,16,160
1206,9,160
1206,2,160
1208,14,161
1208,7,161
1208,0,161
1209,16,144
1209,9,144
1209,2,144
1210,16,128
1210,9,128
1210,2,128
1211,16,112
1211,9,112
1211,2,112
1212,16,96
1212,9,96
1212,2,96
1213,16,80
1213,9,80
1213,2,80
1214,16,64
1214,9,64
1214,2,64
1215,16,48
1215,14,22
1215,9,48
1215,7,22
1215,2,48
1215,0,22
1216,16,32
1216,9,32
1216,2,32
1217,16,16
1217,9,16
1217,2,16
1218,16,0
1218,9,0
1218,2,0
1219,17,9
1219,16,240
1219,10,9
1219,9,240
1219,3,9
1219,2,240
1220,16,224
1220,9,224
1220,2,224
1221,16,208
1221,9,208
1221,2,208
1222,16,192
1222,14,75
1222,9,192
1222,7,75
1222,2,192
1222,0,75
1223,16,176
1223,9,176
1223,2,176
1224,16,160
1224,9,160
1224,2,160
1225,16,144
1225,9,144
1225,2,144
1226,16,128
1226,9,128
1226,2,128
1227,16,112
1227,9,112
1227,2,112
1228,16,96
1228,9,96
1228,2,96
1229,16,80
1229,14,161
1229,9,80
1229,7,161
1229,2,80
1229,0,161
1230,16,64
1230,9,64
1230,2,64
1231,16,48
1231,9,48
1231,2,48
1232,16,32
1232,9,32
1232,2,32
1233,16,16
1233,9,16
1233,2,16
1234,16,0
1234,9,0
1234,2,0
1235,17,8
1235,16,240
1235,10,8
1235,9,240
1235,3,8
1235,2,240
1236,16,224
1236,14,22
1236,9,224
1236,7,22
1236,2,224
1236,0,22
1237,16,208
1237,9,208
1237,2,208
1238,16,192
1238,9,192
1238,2,192
1239,16,176
1239,9,176
1239,2,176
1240,16,160
1240,9,160
1240,2,160
1241,16,144
1241,9,144
1241,2,144
1242,16,128
1242,9,128
1242,2,128
1243,16,112
1243,14,75
1243,9,112
1243,7,75
1243,2,112
1243,0,75
1244,16,96
1244,9,96
1244,2,96
1245,16,80
1245,9,80
1245,2,80
1246,16,64
1246,9,64
1246,2,64
1247,16,48
1247,9,48
1247,2,48
1248,16,32
1248,9,32
1248,2,32
1249,16,16
1249,9,16
1249,2,16
1250,16,0
1250,14,161
1250,9,0
1250,7,161
1250,2,0
1250,0,161
1251,17,7
1251,16,240
1251,10,7
1251,9,240
1251,3,7
1251,2,240
1252,16,224
1252,9,224
1252,2,224
1253,16,208
1253,9,208
1253,2,208
1254,16,192
1254,9,192
1254,2,192
1255,16,176
1255,9,176
1255,2,176
1256,16,160
1256,9,160
1256,2,160
1257,16,144
1257,14,22
1257,9,144
1257,7,22
1257,2,144
1257,0,22
1258,16,128
1258,9,128
1258,2,128
1259,16,112
1259,9,112
1259,2,112
1260,16,96
1260,9,96
1260,2,96
1261,16,80
1261,9,80
1261,2,80
1262,16,64
1262,9,64
1262,2,64
1263,16,48
1263,9,48
1263,2,48
1264,16,32
1264,14,75
1264,9,32
1264,7,75
1264,2,32
1264,0,75
1266,16,48
1266,9,48
1266,2,48
1267,16,64
1267,9,64
1267,2,64
1268,16,80
1268,9,80
1268,2,80
1269,16,96
1269,9,96
1269,2,96
1270,16,112
1270,9,112
1270,2,112
1271,16,128
1271,14,161
1271,9,128
1271,7,161
1271,2,128
1271,0,161
1272,16,144
1272,9,144
1272,2,144
1273,16,160
1273,9,160
1273,2,160
1274,16,176
1274,9,176
1274,2,176
1275,16,192
1275,9,192
1275,2,192
1276,16,208
1276,9,208
1276,2,208
1277,16,224
1277,9,224
1277,2,224
1278,16,240
1278,14,22
1278,9,240
1278,7,22
1278,2,240
1278,0,22
1279,17,8
1279,16,0
1279,10,8
1279,9,0
1279,3,8
1279,2,0
1280,16,16
1280,9,16
1280,2,16
1281,16,32
1281,9,32
1281,2,32
1282,16,48
1282,9,48
1282,2,48
1283,16,64
1283,9,64
1283,2,64
1284,16,80
1284,9,80
1284,2,80
1285,16,96
1285,14,75
1285,9,96
1285,7,75
1285,2,96
1285,0,75
1286,16,112
1286,9,112
1286,2,112
1287,16,128
1287,9,128
1287,2,128
1288,16,144
1288,9,144
1288,2,144
1289,16,160
1289,9,160
1289,2,160
1290,16,176
1290,9,176
1290,2,176
1291,16,192
1291,9,192
1291,2,192
1292,16,208
1292,14,161
1292,9,208
1292,7,161
1292,2,208
1292,0,161
1293,16,224
1293,9,224
1293,2,224
1294,16,240
1294,9,240
1294,2,240
1295,17,9
1295,16,0
1295,10,9
1295,9,0
1295,3,9
1295,2,0
1296,16,16
1296,9,16
1296,2,16
1297,16,32
1297,9,32
1297,2,32
1298,16,48
1298,9,48
1298,2,48
1299,16,64
1299,14,22
1299,9,64
1299,7,22
1299,2,64
1299,0,22
1300,16,80
1300,9,80
1300,2,80
1301,16,96
1301,9,96
1301,2,96
1302,16,112
1302,9,112
1302,2,112
1303,16,128
1303,9,128
1303,2,128
1304,16,144
1304,9,144
1304,2,144
1305,16,160
1305,9,160
1305,2,160
1306,16,176
1306,14,75
1306,9,176
1306,7,75
1306,2,176
1306,0,75
1307,16,192
1307,9,192
1307,2,192
1308,16,208
1308,9,208
1308,2,208
1309,16,224
1309,9,224
1309,2,224
1310,16,240
1310,9,240
1310,2,240
1311,17,10
1311,16,0
1311,10,10
1311,9,0
1311,3,10
1311,2,0
1312,16,16
1312,9,16
1312,2,16
1313,16,32
1313,14,161
1313,9,32
1313,7,161
1313,2,32
1313,0,161
1314,16,48
1314,9,48
1314,2,48
1315,16,64
1315,9,64
1315,2,64
1316,16,80
1316,9,80
1316,2,80
1317,16,96
1317,9,96
1317,2,96
1318,16,112
1318,9,112
1318,2,112
1319,16,128
1319,9,128
1319,2,128
1320,16,144
1320,14,22
1320,9,144
1320,7,22
1320,2,144
1320,0,22
1321,16,160
1321,9,160
1321,2,160
1324,16,144
1324,9,144
1324,2,144
1325,16,128
1325,9,128
1325,2,128
1326,16,112
1326,9,112
1326,2,112
1327,16,96
1327,14,75
1327,9,96
1327,7,75
1327,2,96
1327,0,75
1328,16,80
1328,9,80
1328,2,80
1329,16,64
1329,9,64
1329,2,64
1330,16,48
1330,9,48
1330,2,48
1331,16,32
1331,9,32
1331,2,32
1332,16,16
1332,9,16
1332,2,16
1333,16,0
1333,9,0
1333,2,0
1334,17,9
1334,16,240
1334,14,161
1334,10,9
1334,9,240
1334,7,161
1334,3,9
1334,2,240
1334,0,161
1335,16,224
1335,9,224
1335,2,224
1336,16,208
1336,9,208
1336,2,208
1337,16,192
1337,9,192
1337,2,192
1338,16,176
1338,9,176
1338,2,176
1339,16,160
1339,9,160
1339,2,160
1340,16,144
1340,9,144
1340,2,144
1341,16,128
1341,14,22
1341,9,128
1341,7,22
1341,2,128
1341,0,22
1342,16,112
1342,9,112
1342,2,112
1343,16,96
1343,9,96
1343,2,96
1344,16,80
1344,9,80
1344,2,80
1345,16,64
1345,9,64
1345,2,64
1346,16,48
1346,9,48
1346,2,48
1347,16,32
1347,9,32
1347,2,32
1348,16,16
1348,14,75
1348,9,16
1348,7,75
1348,2,16
1348,0,75
1349,16,0
1349,9,0
1349,2,0
1350,17,8
1350,16,240
1350,10,8
1350,9,240
1350,3,8
1350,2,240
1351,16,224
1351,9,224
1351,2,224
1352,16,208
1352,9,208
1352,2,208
1353,16,192
1353,9,192
1353,2,192
1354,16,176
1354,9,176
1354,2,176
1355,16,160
1355,14,161
1355,9,160
1355,7,161
1355,2,160
1355,0,161
1356,16,144
1356,9,144
1356,2,144
1357,16,128
1357,9,128
1357,2,128
1358,16,112
1358,9,112
1358,2,112
1359,16,96
1359,9,96
1359,2,96
1360,16,80
1360,9,80
1360,2,80
1361,16,64
1361,9,64
1361,2,64
1362,16,48
1362,14,22
1362,9,48
1362,7,22
1362,2,48
1362,0,22
1363,16,32
1363,9,32
1363,2,32
1364,16,16
1364,9,16
1364,2,16
1365,16,0
1365,9,0
1365,2,0
1366,17,7
1366,16,240
1366,10,7
1366,9,240
1366,3,7
1366,2,240
1367,16,224
1367,9,224
1367,2,224
1368,16,208
1368,9,208
1368,2,208
1369,16,192
1369,14,75
1369,9,192
1369,7,75
1369,2,192
1369,0,75
1370,16,176
1370,9,176
1370,2,176
1371,16,160
1371,9,160
1371,2,160
1372,16,144
1372,9,144
1372,2,144
1373,16,128
1373,9,128
1373,2,128
1374,16,112
1374,9,112
1374,2,112
1375,16,96
1375,9,96
1375,2,96
1376,16,80
1376,14,161
1376,9,80
1376,7,161
1376,2,80
1376,0,161
1377,16,64
1377,9,64
1377,2,64
1378,16,48
1378,9,48
1378,2,48
1379,16,32
1379,9,32
1379,2,32
1381,16,48
1381,9,48
1381,2,48
1382,16,64
1382,9,64
1382,2,64
1383,16,80
1383,14,22
1383,9,80
1383,7,22
1383,2,80
1383,0,22
1384,16,96
1384,9,96
1384,2,96
1385,16,112
1385,9,112
1385,2,112
1386,16,128
1386,9,128
1386,2,128
1387,16,144
1387,9,144
1387,2,144
1388,16,160
1388,9,160
1388,2,160
1389,16,176
1389,9,176
1389,2,176
1390,16,192
1390,14,75
1390,9,192
1390,7,75
1390,2,192
1390,0,75
1391,16,208
1391,9,208
1391,2,208
1392,16,224
1392,9,224
1392,2,224
1393,16,240
1393,9,240
1393,2,240
1394,17,8
1394,16,0
1394,10,8
1394,9,0
1394,3,8
1394,2,0
1395,16,16
1395,9,16
1395,2,16
1396,16,32
1396,9,32
1396,2,32
1397,16,48
1397,14,161
1397,9,48
1397,7,161
1397,2,48
1397,0,161
1398,16,64
1398,9,64
1398,2,64
1399,16,80
1399,9,80
1399,2,80
1400,16,96
1400,9,96
1400,2,96
1401,16,112
1401,9,112
1401,2,112
1402,16,128
1402,9,128
1402,2,128
1403,16,144
1403,9,144
1403,2,144
1404,16,160
1404,14,22
1404,9,160
1404,7,22
1404,2,160
1404,0,22
1405,16,176
1405,9,176
1405,2,176
1406,16,192
1406,9,192
1406,2,192
1407,16,208
1407,9,208
1407,2,208
1408,16,224
1408,9,224
1408,2,224
1409,16,240
1409,9,240
1409,2,240
1410,17,9
1410,16,0
1410,10,9
1410,9,0
1410,3,9
1410,2,0
1411,16,16
1411,14,75
1411,9,16
1411,7,75
1411,2,16
1411,0,75
1412,16,32
1412,9,32
1412,2,32
1413,16,48
1413,9,48
1413,2,48
1414,16,64
1414,9,64
1414,2,64
1415,16,80
1415,9,80
1415,2,80
1416,16,96
1416,9,96
1416,2,96
1417,16,112
1417,9,112
1417,2,112
1418,16,128
1418,14,161
1418,9,128
1418,7,161
1418,2,128
1418,0,161
1419,16,144
1419,9,144
1419,2,144
1420,16,160
1420,9,160
1420,2,160
1421,16,176
1421,9,176
1421,2,176
1422,16,192
1422,9,192
1422,2,192
1423,16,208
1423,9,208
1423,2,208
1424,16,224
1424,9,224
1424,2,224
1425,16,240
1425,14,22
1425,9,240
1425,7,22
1425,2,240
1425,0,22
1426,17,10
1426,16,0
1426,10,10
1426,9,0
1426,3,10
1426,2,0
1427,16,16
1427,9,16
1427,2,16
1428,16,32
1428,9,32
1428,2,32
1429,16,48
1429,9,48
1429,2,48
1430,16,64
1430,9,64
1430,2,64
1431,16,80
1431,9,80
1431,2,80
1432,16,96
1432,14,75
1432,9,96
1432,7,75
1432,2,96
1432,0,75
1433,16,112
1433,9,112
1433,2,112
1434,16,128
1434,9,128
1434,2,128
1435,16,144
1435,9,144
1435,2,144
1436,16,160
1436,9,160
1436,2,160
1439,16,144
1439,14,161
1439,9,144
1439,7,161
1439,2,144
1439,0,161
1440,16,128
1440,9,128
1440,2,128
1441,16,112
1441,9,112
1441,2,112
1442,16,96
1442,9,96
1442,2,96
1443,16,80
1443,9,80
1443,2,80
1444,16,64
1444,9,64
1444,2,64
1445,16,48
1445,9,48
1445,2,48
1446,16,32
1446,14,22
1446,9,32
1446,7,22
1446,2,32
1446,0,22
1447,16,16
1447,9,16
1447,2,16
1448,16,0
1448,9,0
1448,2,0
1449,17,9
1449,16,240
1449,10,9
1449,9,240
1449,3,9
1449,2,240
1450,16,224
1450,9,224
1450,2,224
1451,16,208
1451,9,208
1451,2,208
1452,16,192
1452,9,192
1452,2,192
1453,16,176
1453,14,75
1453,9,176
1453,7,75
1453,2,176
1453,0,75
1454,16,160
1454,9,160
1454,2,160
1455,16,144
1455,9,144
1455,2,144
1456,16,128
1456,9,128
1456,2,128
1457,16,112
1457,9,112
1457,2,112
1458,16,96
1458,9,96
1458,2,96
1459,16,80
1459,9,80
1459,2,80
1460,16,64
1460,14,161
1460,9,64
1460,7,161
1460,2,64
1460,0,161
1461,16,48
1461,9,48
1461,2,48
1462,16,32
1462,9,32
1462,2,32
1463,16,16
1463,9,16
1463,2,16
1464,16,0
1464,9,0
1464,2,0
1465,17,8
1465,16,240
1465,10,8
1465,9,240
1465,3,8
1465,2,240
1466,16,224
1466,9,224
1466,2,224
1467,16,208
1467,14,22
1467,9,208
1467,7,22
1467,2,208
1467,0,22
1468,16,192
1468,9,192
1468,2,192
1469,16,176
1469,9,176
1469,2,176
1470,16,160
1470,9,160
1470,2,160
1471,16,144
1471,9,144
1471,2,144
1472,16,128
1472,9,128
1472,2,128
1473,16,112
1473,9,112
1473,2,112
1474,16,96
1474,14,75
1474,9,96
1474,7,75
1474,2,96
1474,0,75
1475,16,80
1475,9,80
1475,2,80
1476,16,64
1476,9,64
1476,2,64
1477,16,48
1477,9,48
1477,2,48
1478,16,32
1478,9,32
1478,2,32
1479,16,16
1479,9,16
1479,2,16
1480,16,0
1480,9,0
1480,2,0
1481,17,7
1481,16,240
1481,14,161
1481,10,7
1481,9,240
1481,7,161
1481,3,7
1481,2,240
1481,0,161
1482,16,224
1482,9,224
1482,2,224
1483,16,208
1483,9,208
1483,2,208
1484,16,192
1484,9,192
1484,2,192
1485,16,176
1485,9,176
1485,2,176
1486,16,160
1486,9,160
1486,2,160
1487,16,144
1487,9,144
1487,2,144
1488,16,128
1488,14,22
1488,9,128
1488,7,22
1488,2,128
1488,0,22
1489,16,112
1489,9,112
1489,2,112
1490,16,96
1490,9,96
1490,2,96
1491,16,80
1491,9,80
1491,2,80
1492,16,64
1492,9,64
1492,2,64
1493,16,48
1493,9,48
1493,2,48
1494,16,32
1494,9,32
1494,2,32
1495,14,75
1495,7,75
1495,0,75
1496,16,48
1496,9,48
1496,2,48
1497,16,64
1497,9,64
1497,2,64
1498,16,80
1498,9,80
1498,2,80
1499,16,96
1499,9,96
1499,2,96
